row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
3749,3731,1,P017271,The multiplicative inverse of \(\frac{3+4i}{4-5i}\) is \(\frac{-8}{25}+i\frac{31}{25}\) \(\frac{8}{25}-i\frac{31}{25}\) \(\frac{-8}{25}-i\frac{31}{25}\) \(\frac{-8}{25}+i\frac{31}{5}\),MTH-11-CBS-05-00,final,P016643,The multiplicative inverse of \(\frac{3+4i}{4-5i}\) is \(\frac{-8}{25}+i\frac{31}{25}\) \(\frac{8}{25}-i\frac{31}{25}\) \(\frac{-8}{25}-i\frac{31}{25}\) \(\frac{-8}{25}+i\frac{31}{5}\),MTH-11-CBS-05-00,final
3825,3787,1,P021930,"The longest side of a triangle is \(3\) times the shortest side and the third side is \(2\:cm\) shorter than the longest side. If the perimeter of the triangle is at least \(61\:cm\), find the minimum length of the shortest side. \(5\) \(8\) \(12\) \(9\)",MTH-11-CBS-06-00,final,P016673,"The longest side of a triangle is \(3\) times the shortest side and the third side is \(2\) \(cm\) shorter than the longest side. If the perimeter of the triangle is at least \(61\) \(cm\), find the minimum length of the shortest side. \(5\) \(8\) \(12\) \(9\)",MTH-11-CBS-06-00,final
3827,3805,1,P022232,"If \(x,y\) and \(b\) are real numbers such that \(x&lt;y\) and \(b&lt;0\), then \(\frac{x}{b}&lt;\frac{y}{b}\) \(\frac{x}{b}&gt;\frac{y}{b}\) \(\frac{x}{b}\le\frac{y}{b}\) \(\frac{x}{b}\ge\frac{y}{b}\)",MTH-11-CBS-06-00,final,P017259,"If \(x, y\) and \(b\) are real numbers such that \(x&lt;y\) and \(b&lt;0\), then \(\frac{x}{b}&lt;\frac{y}{b}\) \(\frac{x}{b}&gt;\frac{y}{b}\) \(\frac{x}{b}\le\frac{y}{b}\) \(\frac{x}{b}\ge\frac{y}{b}\)",MTH-11-CBS-06-00,final
3824,3809,1,P021929,"The inequality \(4x-3\ge\frac{10x-1}{3}\) represents which of the following interval? \(\left(-\infty,4\right)\) \(\left(-\infty,-4\right)\) \([4,\infty)\) \((4,\infty)\)",MTH-11-CBS-06-00,final,P017434,"The inequality \(4x-3\ge \frac{10x-1}{3}\) represents which of the following interval? \(\left(-\infty,4\right)\) \(\left(-\infty,4\right]\) \([4, \infty)\) \((4, \infty)\)",MTH-11-CBS-06-00,final
3837,3830,1,P026183,"Let \(x\)  and \(b\) are real numbers. If \(b&gt;0\) and \(\left|x\right|&gt;b\), then \(x\in\left(-b,\infty\right)\) \(x\in\left[-\infty,\:b\right]\) \(x\in\left(-b,\:b\right)\) \(x\in\left(-\infty,-b\right)\cup\left(b,\infty\right)\)",MTH-11-CBS-06-00,final,P023519,"Let \(x\) and \(b\) are real numbers. If \(b&gt;0\) and \(\left|x\right|&gt;b\), then \(x\in\left(-b,\infty\right)\) \(x\in\left[-\infty,b\right)\) \(x\in\left(-b,b\right)\) \(x\in\left(-\infty,-b\right)\cup\left(b,\infty\right)\)",MTH-11-CBS-06-00,final
5773,3833,1,P051259,"If \(\left|x+2\right|\le9\) then \(x\in\left(-7,11\right)\) \(x\in\left[-11,7\right]\) \(x\in\left(-\infty,-7\right)\cup\left(11,\infty\right)\) \(x\in\left(-\infty,-7\right)\cup\left[11,\infty\right)\)",MTH-11-HSC-09-00,final,P023613,"If \(\left|x+2\right|\le9,\) then \(x\in\left(-7,11\right)\) \(x\in\left[-11,7\right]\) \(x\in\left(-\infty,-7\right)\cup\left(11,\infty\right)\) \(x\in\left(-\infty,-7\right)\cup\left[11,\infty\right)\)",MTH-11-CBS-06-00,final
5761,3835,1,P051200,"If \(x&lt;5,\) then \(-x&lt;-5\) \(-x\le-5\) \(-x&gt;-5\) \(-x\ge-5\)",MTH-11-HSC-09-00,final,P026173,"If \(x&lt;5\), then \(-x&lt;-5\) \(-x\le-5\) \(-x&gt;-5\) \(-x\ge-5\)",MTH-11-CBS-06-00,final
5958,3843,1,P049944,There are unlimited number of identical balls of four different colours. How many arrangements of at most \(8\) balls in a row can be made by using them? \(21845\) \(87380\) \(262140\) none of these,MTH-11-HSC-16-00,final,P011023,There are unlimited number of identical balls of four different colours. How many arrangements of at most \(8\) balls in a row can be made by using them? \(21845\) \(87380\) \(262140\) none of these,MTH-11-CBS-07-00,final
5959,3845,1,P049945,"From \(6\) different novels and \(3\) different dictionaries, \(4\) novels and \(1\) dictionary are to be selected and arranged in a row on a shelf so that the dictionary is always in the middle. Then, the number of such arrangements, is less than \(500\) at least \(500\) but less than \(750\) at least \(750\) but less than \(1000\) at least \(1000\)",MTH-11-HSC-16-00,final,P011025,"From \(6\) different novels and \(3\) different dictionaries, \(4\) novels and \(1\) dictionary are to be selected and arranged in a row on a shelf so that the dictionary is always in the middle. Then, the number of such arrangements, is less than \(500\) at least \(500\) but less than \(750\) at least \(750\) but less than \(1000\) at least \(1000\)",MTH-11-CBS-07-00,final
5960,3852,1,P049946,"A box contains two white balls, three black balls and four red balls. In how many ways can three balls be drawn from the box if at least one black ball is to included in the draw? \(129\) \(84\) \(64\) none of these",MTH-11-HSC-16-00,final,P011032,"A box contains two white balls, three black balls and four red balls. In how many ways can three balls be drawn from the box if at least one black ball is to included in the draw? \(129\) \(84\) \(64\) none of these",MTH-11-CBS-07-00,final
5927,3877,1,P018138,\(0!\) is always taken as \(0\) \(1\) \(\infty\) None of these,MTH-11-HSC-16-00,final,P021874,\(0!\) is always taken as \(0\) \(1\) \(\infty\) none of these,MTH-11-CBS-07-00,final
5932,3878,1,P018149,A man has \(3\) ball pens and \(5\) ink pens. In how many different ways can he select either a ball pen or an ink pen? \(8\) \(15\) \(2\) \(7\),MTH-11-HSC-16-00,final,P021875,A man has \(3\) ball pens and \(5\) ink pens. In how many different ways can he select either a ball pen or an ink pen? \(8\) \(15\) \(2\) \(7\),MTH-11-CBS-07-00,final
5940,3879,1,P018350,How many different \(9\) digit numbers can be formed from the number \(223355888\) by rearranging its digits so that the odd digits occupy even positions? \(16\) \(36\) \(60\) \(180\),MTH-11-HSC-16-00,final,P021876,How many different \(9\) digit numbers can be formed from the number \(223355888\) by rearranging its digits so that the odd digits occupy even positions? \(16\) \(36\) \(60\) \(180\),MTH-11-CBS-07-00,final
5941,3880,1,P018353,"The number of arrangements of the letters of the word SALOON, if the two O's do not come together, is \(360\) \(720\) \(240\) \(120\)",MTH-11-HSC-16-00,final,P021877,"The number of arrangements of the letters of the word SALOON, if the two O's do not come together, is \(360\) \(720\) \(240\) \(120\)",MTH-11-CBS-07-00,final
5942,3881,1,P018354,"If \({}^8P_5={}^7P_5+k\cdot{}^7P_4\), then \(k=\) \(11\) \(9\) \(5\) \(7\)",MTH-11-HSC-16-00,final,P021878,"If \({}^8P_5={}^7P_5+k\cdot{}^7P_4\), then \(k=\) \(11\) \(9\) \(5\) \(7\)",MTH-11-CBS-07-00,final
5955,3883,1,P018394,"If \(^{16}C_5+^{16}C_6+^{17}C_7+^{18}C_8=^{19}C_x\), then \(x=\) \(19\) \(8\) \(18\) \(7\)",MTH-11-HSC-16-00,final,P021880,"If \(^{16}C_5+{}^{16}C_6+{}^{17}C_7+{}^{18}C_8={}^{19}C_x\), then \(x=\) \(19\) \(8\) \(18\) \(7\)",MTH-11-CBS-07-00,final
3945,3916,1,P019527,The middle term in the expansion of \(\left(\frac{x}{a}-\frac{a}{x}\right)^{14}\) is \(-3432\) \(3432\) \(3423\) \(-3423\),MTH-11-CBS-08-00,final,P015573,The middle term in the expansion of \(\left(\frac{x}{a}-\frac{a}{x}\right)^{14}\) is \(-3432\) \(3432\) \(3423\) \(-3423\),MTH-11-CBS-08-00,final
5993,3944,1,P021128,"If \(n\) is a positive integer, then the number of terms in the binomial expansion of \(\left(x+a\right)^n\) is one less than the exponent one more than the exponent equal to the exponent none of these",MTH-11-HSC-17-00,final,P018016,"If \(n\) is a positive integer, then the number of terms in the binomial expansion of \(\left(x+a\right)^n\) is one less than the exponent one more than the exponent equal to the exponent none of these",MTH-11-CBS-08-00,final
5994,3947,1,P021129,"In the binomial expansion of \(\left(a-b\right)^{n},n\ge5\) the sum of the \(5^{th}\) and \(6^{th}\) terms is zero. Then \(\frac{a}{b}\) is \(\frac{n-5}{6}\) \(\frac{n-4}{5}\) \(\frac{5}{n-4}\) \(\frac{6}{n-5}\)",MTH-11-HSC-17-00,final,P019538,"In the binomial expansion of \(\left(a-b\right)^{n},n\ge5,\) the sum of the \(5^{th}\) and \(6^{th}\) terms is zero. Then \(\frac{a}{b}\) is \(\frac{n-5}{6}\) \(\frac{n-4}{5}\) \(\frac{5}{n-4}\) \(\frac{6}{n-5}\)",MTH-11-CBS-08-00,final
5964,3949,1,P018399,The statement \(\left(x+a\right)^n={}^nC_0x^n+{}^nC_1x^{n-1}a^1+...+{}^nC_rx^{n-r}a^r+...+{}^nC_na^n\) is true  for all rational numbers \(n\) for all natural numbers \(n\) for all real numbers \(n\) for all integers,MTH-11-HSC-17-00,final,P021881,The statement \(\left(x+a\right)^n={}^nC_0x^n+{}^nC_1x^{n-1}a^1+...+{}^nC_rx^{n-r}a^r+...+{}^nC_na^n\) is true  for all rational numbers \(n\) for all natural numbers \(n\) for all real numbers \(n\) for all integers,MTH-11-CBS-08-00,final
5974,3950,1,P018429,The coefficient of \(x^3\) in the expansion of \((x-\frac 1x)^7\) is \(14\) \(21\) \(28\) \(35\),MTH-11-HSC-17-00,final,P021882,The coefficient of \(x^3\) in the expansion of \((x-\frac 1x)^7\) is \(14\) \(21\) \(28\) \(35\),MTH-11-CBS-08-00,final
5980,3952,1,P018446,"If \(|x|&gt;1\), then \((1+x)^{-2}=\) \(1-2x+3x^3-....\) \(1+2x+3x^3-....\) \(1-\frac{2}{x}+\frac{3}{x^2}-.....\) \(\frac{1}{x^2}-\frac{2}{x^3}+\frac{3}{x^4}-....\)",MTH-11-HSC-17-00,final,P021884,"If \(|x|&gt;1\), then \((1+x)^{-2}=\) \(1-2x+3x^3-...\) \(1+2x+3x^3-...\) \(1-\frac{2}{x}+\frac{3}{x^2}-...\) \(\frac{1}{x^2}-\frac{2}{x^3}+\frac{3}{x^4}-...\)",MTH-11-CBS-08-00,final
5989,3953,1,P018468,The sum of the last eight coefficients in the expansion of \((1+x)^{15}\) is \(2^{16}\) \(2^{15}\) \(2^{14}\) \(2^{13}\),MTH-11-HSC-17-00,final,P021885,The sum of the last eight coefficients in the expansion of \((1+x)^{15}\) is \(2^{16}\) \(2^{15}\) \(2^{14}\) \(2^{13}\),MTH-11-CBS-08-00,final
5905,3966,1,P044091,"The sum of the terms in the \(n^{th}\) bracket of the series \((1)+(2+3+4)+(5+6+7+8+9)+...,\) is \((n-1)^3+n^3\) \((n+1)^3+8n^2\) \(\frac{\left(n+1\right)\left(n+2\right)}{6n}\) \(\left(n+1\right)^3+n^3\)",MTH-11-HSC-15-00,final,P010560,"The sum of the terms in the \(n^{th}\) bracket of the series \((1)+(2+3+4)+(5+6+7+8+9)+...,\) is \((n-1)^3+n^3\) \((n+1)^3+8n^2\) \(\frac{\left(n+1\right)\left(n+2\right)}{6n}\) \(\left(n+1\right)^3+n^3\)",MTH-11-CBS-09-00,final
5906,3968,1,P044092,\(\frac{\frac{1}{2}.\frac{2}{2}}{1^3}+\frac{\frac{2}{2}.\frac{3}{2}}{1^3+2^3}+\frac{\frac{3}{2}.\frac{4}{2}}{1^3+2^3+3^3}+...\) up to \(n\) terms \(=\) \(\frac{n-1}{n}\) \(\frac{n}{n+1}\) \(\frac{n+1}{n+2}\) \(\frac{n+1}{n}\),MTH-11-HSC-15-00,final,P010578,\(\frac{\frac{1}{2}.\frac{2}{2}}{1^3}+\frac{\frac{2}{2}.\frac{3}{2}}{1^3+2^3}+\frac{\frac{3}{2}.\frac{4}{2}}{1^3+2^3+3^3}+...\) up to \(n\) terms \(=\) \(\frac{n-1}{n}\) \(\frac{n}{n+1}\) \(\frac{n+1}{n+2}\) \(\frac{n+1}{n}\),MTH-11-CBS-09-00,final
5907,3970,1,P044093,The \(n^{th}\)  term of the series \(3+7+13+21+...\) is  \(4n-1\) \(n^2+2n\) \(n^2+n+1\) \(n^2+2\),MTH-11-HSC-15-00,final,P010606,The \(n^{th}\)  term of the series \(3+7+13+21+...\) is  \(n^2+n+1\) \(n^2+2n\) \(4n-1\) \(n^2+2\),MTH-11-CBS-09-00,final
5908,3971,1,P044094,"\((a+x)^2,a^2+x^2\) and \((a-x)^2\) are in A.P. G.P. H.P. None of these",MTH-11-HSC-15-00,final,P016211,"\((a+x)^2,a^2+x^2\) and \((a-x)^2\) are in A.P. G.P. H.P. none of these",MTH-11-CBS-09-00,final
5909,3976,1,P044095,"If \(p^{th},q^{th},r^{th}\) terms of an AP are in GP, then the common ratio is \(\frac{r-q}{p-q}\) \(\frac{q-r}{p-q}\) \(\frac{r-q}{p-q}\) None of these",MTH-11-HSC-15-00,final,P016231,"If \(p^{th},q^{th},r^{th}\) terms of an AP are in GP, then the common ratio is \(\frac{r-q}{p-q}\) \(\frac{q-r}{p-q}\) \(\frac{r-q}{p-q}\) none of these",MTH-11-CBS-09-00,final
5910,3977,1,P044096,The sum of the series \(1+\frac{1+2}{2}+\frac{1+2+3}{3}+...\) up to \(20\) terms is \(115\) \(120\) \(1500\) \(460\),MTH-11-HSC-15-00,final,P016233,The sum of the series \(1+\frac{1+2}{2}+\frac{1+2+3}{3}+...\) up to \(20\) terms is \(115\) \(120\) \(1500\) \(460\),MTH-11-CBS-09-00,final
4004,3978,1,P017282,"If \(a,a-2,3a\) are in A.P., then \(a\) is \(2\) \(-2\) \(3\) \(-3\)",MTH-11-CBS-09-00,final,P016239,"If \(a, a-2, 3a\) are in A.P., then \(a\) is \(2\) \(-2\) \(3\) \(-3\)",MTH-11-CBS-09-00,final
4008,3981,1,P019554,"The five geometric means between \(3\:\)and \(192\) are \(6,\:12,\:24,\:48,\:96\) \(6,\:12,\:24,\:48,\:86\) \(6,\:8,\:10,\:12,\:14\) \(12,\:24,\:36,\:48,\:96\)",MTH-11-CBS-09-00,final,P016255,"The five geometric means between \(3\) and \(192\) are \(6, 12, 24, 48, 96\) \(6, 12, 24, 48, 86\) \(6, 8, 10, 12, 14\) \(12, 24, 36, 48, 96\)",MTH-11-CBS-09-00,final
5911,3981,1,P044097,"The five geometric means between \(3\) and \(192\) are \(6, 12, 24, 48, 96\) \(6, 12, 24, 48, 86\) \(6, 8, 10, 12, 14\) \(12, 24, 36, 48, 96\)",MTH-11-HSC-15-00,final,P016255,"The five geometric means between \(3\) and \(192\) are \(6, 12, 24, 48, 96\) \(6, 12, 24, 48, 86\) \(6, 8, 10, 12, 14\) \(12, 24, 36, 48, 96\)",MTH-11-CBS-09-00,final
5912,3984,1,P044098,"If \(\sin x, \cos x, \tan x\) are in GP, then \(\cot^6x-\cot^2 x=\) \(\frac{1}{2}\) \(1\) \(2\) \(3\)",MTH-11-HSC-15-00,final,P016265,"If \(\sin x, \cos x, \tan x\) are in GP, then \(\cot^6x-\cot^2 x=\) \(\frac{1}{2}\) \(1\) \(2\) \(3\)",MTH-11-CBS-09-00,final
5913,3987,1,P044099,"If the arithmetic mean of two positive numbers \(a\) and \(b(a&gt;b)\) is twice their geometric mean, then \(a:b\) is \(2+\sqrt{3}:2-\sqrt{3}\) \(7+4\sqrt{3}:7-4\sqrt{3}\) \(2:7+4\sqrt{3}\) \(2:\sqrt{3}\)",MTH-11-HSC-15-00,final,P016286,"If the arithmetic mean of two positive numbers \(a\) and \(b(a&gt;b)\) is twice their geometric mean, then \(a:b\) is \(2+\sqrt{3}:2-\sqrt{3}\) \(7+4\sqrt{3}:7-4\sqrt{3}\) \(2:7+4\sqrt{3}\) \(2:\sqrt{3}\)",MTH-11-CBS-09-00,final
5914,3990,1,P044100,The sum to \(n\) terms of the series \(1+2\left(1+\frac{1}{n}\right)+3\left(1+\frac{1}{n}\right)^2+....\) \(n^2 \) \(n(n+1)\) \(n\left(1+\frac{1}{n^2}\right)\) none of these,MTH-11-HSC-15-00,final,P016314,The sum to \(n\) terms of the series \(1+2\left(1+\frac{1}{n}\right)+3\left(1+\frac{1}{n}\right)^2+....\) \(n^2 \) \(n(n+1)\) \(n\left(1+\frac{1}{n^2}\right)\) none of these,MTH-11-CBS-09-00,final
5915,3997,1,P044101,"After inserting \(n\) A.Ms between \(2\) and \(38\), the sum of the resulting progression is \(200\). The value of \(n\) is \(10\) \(8\) \(9\) None of these",MTH-11-HSC-15-00,final,P016356,"After inserting \(n\) A.Ms between \(2\) and \(38\), the sum of the resulting progression is \(200\). The value of \(n\) is \(10\) \(8\) \(9\) none of these",MTH-11-CBS-09-00,final
5916,3998,1,P044102,"The set of all possible values of \(x\) for which \(13\) is the A.M. of \(5^{1+x}\) and \(5^{1-x}\), is \(\left\{5,\frac{1}{5}\right\}\) \(\left\{-1,1\right\}\) \(\left\{0,1\right\}\) None of these",MTH-11-HSC-15-00,final,P016360,"The set of all possible values of \(x\) for which \(13\) is the A.M. of \(5^{1+x}\) and \(5^{1-x}\), is \(\left\{5,\frac{1}{5}\right\}\) \(\left\{-1,1\right\}\) \(\left\{0,1\right\}\) none of these",MTH-11-CBS-09-00,final
5917,4005,1,P044103,"If \(a,b,c\) are in G.P., then \(\frac{a-b}{b-c}\) is equal to \(\frac{a}{c}\) \(\frac{b}{c}\) \(\frac{b}{a}\) \(\frac{c}{a}\)",MTH-11-HSC-15-00,final,P017283,"If \(a,b,c\) are in G.P., then \(\frac{a-b}{b-c}\) is equal to \(\frac{a}{c}\) \(\frac{b}{c}\) \(\frac{b}{a}\) \(\frac{c}{a}\)",MTH-11-CBS-09-00,final
5918,4007,1,P044104,The sum to \(n\:\)term of the series \(\frac{1}{1.2}+\frac{1}{2.3}+\frac{1}{3.4}+...\) is \(\frac{n}{n+1}\) \(\frac{1}{n+1}\) \(\frac{1}{2n-1}\) \(\frac{1}{n\left(n+1\right)}\),MTH-11-HSC-15-00,final,P019551,The sum to \(n\:\)term of the series \(\frac{1}{1.2}+\frac{1}{2.3}+\frac{1}{3.4}+...\) is \(\frac{n}{n+1}\) \(\frac{1}{n+1}\) \(\frac{1}{2n-1}\) \(\frac{1}{n\left(n+1\right)}\),MTH-11-CBS-09-00,final
5911,4008,1,P044097,"The five geometric means between \(3\) and \(192\) are \(6, 12, 24, 48, 96\) \(6, 12, 24, 48, 86\) \(6, 8, 10, 12, 14\) \(12, 24, 36, 48, 96\)",MTH-11-HSC-15-00,final,P019554,"The five geometric means between \(3\:\)and \(192\) are \(6,\:12,\:24,\:48,\:96\) \(6,\:12,\:24,\:48,\:86\) \(6,\:8,\:10,\:12,\:14\) \(12,\:24,\:36,\:48,\:96\)",MTH-11-CBS-09-00,final
5919,4009,1,P044105,"Let the positive numbers \(a,\:b,\:c,\:d\) be in A.P. then \(abc,\:abd,\:acd,\:bcd\:\) are in A.P. G.P. H.P. AGP",MTH-11-HSC-15-00,final,P019559,"Let the positive numbers \(a,\:b,\:c,\:d\) be in A.P. then \(abc,\:abd,\:acd,\:bcd\:\) are in A.P. G.P. H.P. AGP",MTH-11-CBS-09-00,final
5920,4013,1,P044106,"If \(a,b,c\) are in A.P., then \(7^a,7^b\) and \(7^c\) are in A.P. G.P. H.P. none of these",MTH-11-HSC-15-00,final,P021936,"If \(a,b,c\) are in A.P., then \(7^a,7^b\) and \(7^c\) are in A.P. G.P. H.P. none of these",MTH-11-CBS-09-00,final
5921,4015,1,P044107,"Which term of A.P. \(72,70,68,66,...\) is \(40\)? \(16^{th}\) \(17^{th}\) \(18^{th}\) \(19^{th}\)",MTH-11-HSC-15-00,final,P021939,"Which term of A.P. \(72,70,68,66,...\) is \(40\)? \(16^{th}\) \(17^{th}\) \(18^{th}\) \(19^{th}\)",MTH-11-CBS-09-00,final
5922,4017,1,P044108,"If the \(9^{th}\) term of an \(A.P.\) be zero, then the ratio of its \(29^{th}\) and \(19^{th}\) term is \(1 :2\) \(2 :1\) \(1 :3\) \(3 :1\)",MTH-11-HSC-15-00,final,P021941,"If the \(9^{th}\) term of an \(A.P.\) be zero, then the ratio of its \(29^{th}\) and \(19^{th}\) term is \(1 :2\) \(2 :1\) \(1 :3\) \(3 :1\)",MTH-11-CBS-09-00,final
5923,4019,1,P044109,"Three numbers are in A.P. whose sum is \(33\) and product is \(792\), then the smallest number from these numbers is \(4\) \(8\) \(11\) \(14\)",MTH-11-HSC-15-00,final,P021943,"Three numbers are in A.P. whose sum is \(33\) and product is \(792\), then the smallest number from these numbers is \(4\) \(8\) \(11\) \(14\)",MTH-11-CBS-09-00,final
5924,4020,1,P044110,The first term of G.P is \(1\). The sum of third and fifth terms is \(90\). Find common ratio of G.P. \(\pm4\) \(\pm5\) \(\pm3\) \(\pm6\),MTH-11-HSC-15-00,final,P021944,The first term of G.P is \(1\). The sum of third and fifth terms is \(90\). Find common ratio of G.P. \(\pm4\) \(\pm5\) \(\pm3\) \(\pm6\),MTH-11-CBS-09-00,final
5925,4022,1,P044111,"If the third term of \(GP\) is \(4\), then the product of its first \(5\) terms is \(4^3\) \(4^4\) \(4^5\) None of these",MTH-11-HSC-15-00,final,P023628,"If the third term of \(GP\) is \(4\), then the product of its first \(5\) terms is \(4^3\) \(4^4\) \(4^5\) None of these",MTH-11-CBS-09-00,final
5926,4029,1,P044112,"If the \(2^{nd}\)  and \(5^{th}\)  terms of \(G.P.\)  are \(24\)  and \(3\)  respectively, then the sum of \(1^{st}\)  six terms is .... \(\frac{179}{2}\) \(\frac{189}{2}\) \(\frac{2}{189}\) \(\frac{189}{5}\)",MTH-11-HSC-15-00,final,P029223,"If the \(2^{nd}\)  and \(5^{th}\)  terms of \(G.P.\)  are \(24\)  and \(3\)  respectively, then the sum of \(1^{st}\)  six terms is .... \(\frac{179}{2}\) \(\frac{189}{2}\) \(\frac{2}{189}\) \(\frac{189}{5}\)",MTH-11-CBS-09-00,final
4676,4034,1,P017149,"If the points \(\left(a,0\right),\left(a,b\right)\) and \(\left(1,1\right)\) are collinear, then \(\frac{1}{a}+\frac{1}{b}=\) \(0\) \(1\) \(2\) \(-1\)",MTH-10-CBS-07-00,final,P014504,"If the points \(A(-2,-5),B(2,-2)\) and \(C(8,a)\) are collinear, then \(a=\) \(-\frac{5}{2}\) \(\frac{5}{2}\) \(\frac{3}{2}\) \(\frac{1}{2}\)",MTH-11-CBS-10-00,final
5690,4041,1,P045939,"A straight line passes through the points \(\left(5,0\right)\) and \(\left(0,3\right)\). The length of perpendicular from the point \(\left(4,4\right)\) on the line is \(\frac{15}{\sqrt{34}}\) \(\frac{\sqrt{17}}{2}\) \(\frac{17}{2}\) \(\sqrt{\frac{17}{2}}\)",MTH-11-HSC-06-00,draft,P014533,"A straight line passes through the points \((5,0)\) and \((0,3)\). The length of perpendicular from the point \((4,4)\) on the line is  \(\frac{15}{\sqrt{34}}\) \(\frac{\sqrt{17}}{2}\) \(\frac{17}{2}\) \(\sqrt{\frac{17}{2}}\)",MTH-11-CBS-10-00,final
4075,4067,1,P022250,"If the points \(\left(7,k\right),\left(-2,3\right)\) and \(\left(-1,-5\right)\) are collinear then \(k\) is \(15\) \(\frac{1}{7}\) \(69\) \(-69\)",MTH-11-CBS-10-00,final,P017293,"If the points \(\left(7,k\right),\left(-2,3\right)\) and \(\left(-1,-5\right)\) are collinear then \(k\) is \(15\) \(1/7\) \(69\) \(-69\)",MTH-11-CBS-10-00,final
4079,4069,1,P022255,The angle between \(y=x\sqrt{3}+4\) and \(\sqrt{3}y=x+7\) is \(45^\circ\) \(90^\circ\) \(30^\circ\) \(60^\circ\),MTH-11-CBS-10-00,final,P017296,The angle between \(y=x\sqrt{3}+4\) and \(\sqrt{3}y=x+7\) is \(45^\circ\) \(90^\circ\) \(30^\circ\) \(60^\circ\),MTH-11-CBS-10-00,final
5120,4073,1,P018135,"If \(O\) is the origin and \(C\) is the mid-point of the line joining \(A(2,-1)\) and \(B(-4,3).\) Then \(\vec{OC}\) is \(\hat{i}+\hat{j}\) \(\hat{i}-\hat{j}\) \(-\hat{i}+\hat{j}\) \(-\hat{i}-\hat{j}\)",MTH-12-HSC-07-00,final,P022003,"If \(O\) is the origin and \(C\) is the mid-point of the line joining \(A(2,-1)\) and \(B(-4,3)\). Then \(\vec{OC}\) is \(\hat i+\hat j\) \(\hat i-\hat j\) \(-\hat i+\hat j\) \(-\hat i-\hat j\)",MTH-11-CBS-10-00,final
5685,4086,1,P045880,"A line passes through \(\left(2,2\right)\) and is perpendicular to the line \(3x+y=3\). Its \(y-\) intercept is \(\frac{4}{3}\) \(\frac{1}{3}\) \(1\) \(\frac{2}{3}\)",MTH-11-HSC-06-00,draft,P023636,"A line passes through \(\left(2,2\right)\) and is perpendicular to the line \(3x+y=3.\) Its \(y\)-intercept is \(\frac{1}{3}\) \(\frac{2}{3}\) \(1\) \(\frac{4}{3}\)",MTH-11-CBS-10-00,final
4122,4100,1,P018761,"The centre of the circle \(x^2+y^2-8x+16y-17=0\) is \(\left(4,-8\right)\) \(\left(-2,-16\right)\) \(\left(-8,16\right)\) \(\left(-2,8\right)\)",MTH-11-CBS-11-00,final,P017298,"The centre of the circle \(x^2+y^2-8x+16y-17=0\) is \(\left(4,-8\right)\) \(\left(-2,-16\right)\) \(\left(-8,16\right)\) \(\left(-2,8\right)\)",MTH-11-CBS-11-00,final
4142,4105,1,P018845,The equation of a hyperbola is \(9x^2-16y^2=144\). Its eccentricity is \(\frac{5}{4}\) \(\frac{4}{5}\) \(\frac{3}{5}\) \(\frac{4}{3}\),MTH-11-CBS-11-00,final,P017304,The equation of hyperbola is \(9x^2-16y^2=144.\) Its eccentricity is \(\frac{5}{4}\) \(\frac{4}{5}\) \(\frac{3}{5}\) \(\frac{4}{3}\),MTH-11-CBS-11-00,final
4141,4106,1,P018843,The eccentricity of an ellipse is \(\left(\frac{1}{\sqrt{2}}\right)\) and the length of the latus rectum is \(8\). Its equation is \(x^2-2y^2=64\) \(2x^2-y^2=64\) \(x^2+2y^2=64\) \(2x^2+y^2=64\),MTH-11-CBS-11-00,final,P017306,The eccentricity of an ellipse is \(\left(\frac{1}{\sqrt{2}}\right)\) and the length of the latus rectum is \(8\). Its equation is \(x^2-2y^2=64\) \(2x^2-y^2=64\) \(x^2+2y^2=64\) \(2x^2+y^2=64\),MTH-11-CBS-11-00,final
4148,4108,1,P018853,The angle between the asymptotes of the hyperbola \(\frac{x^2}{25}-\frac{y^2}{16}=1\) is \(\frac{\pi}{4}\) \(\tan^{-1}\frac{4}{5}\) \(2\tan^{-1}\frac{4}{5}\) \(\tan^{-1}\frac{16}{25}\),MTH-11-CBS-11-00,final,P017309,The angle between the asymptotes of the hyperbola \(\frac{x^2}{25}-\frac{y^2}{16}=1\) is \(\frac{\pi}{4}\) \(\tan^{-1}\frac{4}{5}\) \(2\tan^{-1}\frac{4}{5}\) \(\tan^{-1}\frac{16}{25}\),MTH-11-CBS-11-00,final
5198,4174,1,P045648,"If the line through the points \(\left(4,1,2\right)\) and \(\left(5,k,0\right)\) is parallel to the line through the points \(\left(2,1,1\right)\) and \(\left(3,3,-1\right),\) then \(k\) is equal to \(3\) \(2\) \(1\) none of these",MTH-12-HSC-09-00,draft,P017336,"If the line through the points \(\left(4,1,2\right)\) and \(\left(5,k,0\right)\) is parallel to the line through the points \(\left(2,1,1\right)\) and \(\left(3,3,-1\right),\) then \(k\) is equal to \(3\) \(2\) \(1\) none of these",MTH-11-CBS-12-00,final
